seed,p0,p1,p2,p3,avg,income0,income1,income2,income3,money0,money1,money2,money3,canal_income0,canal_income1,canal_income2,canal_income3,elapsed_us
336,118,128,111,139,124.00,0,24,21,20,22,26,12,24,6,10,5,9,231339
337,131,121,112,126,122.50,27,17,12,12,27,5,13,23,10,7,-3,7,198674
338,99,129,109,96,108.25,15,24,19,7,26,28,26,1,-3,8,7,2,197265
339,137,123,111,118,122.25,16,20,18,22,3,20,19,42,11,7,6,5,175569
340,141,106,130,111,122.00,18,20,21,20,11,20,11,2,10,-2,11,6,322454
341,153,93,108,151,126.25,13,12,22,18,3,7,19,17,5,2,11,0,349174
342,124,117,154,123,129.50,16,11,14,21,0,10,12,26,5,2,5,8,248849
343,105,117,108,112,110.50,18,19,22,8,10,8,28,0,5,1,9,2,237400
344,115,132,109,136,123.00,21,23,12,14,18,49,5,6,8,7,-2,9,283430
345,156,103,130,128,129.25,24,19,16,21,18,20,2,14,13,5,4,10,295213
346,110,125,114,136,121.25,14,21,22,18,6,7,21,8,2,11,8,2,334497
347,129,125,101,111,116.50,19,17,17,19,10,11,2,15,4,2,4,7,234090
348,114,126,116,167,130.75,20,21,21,22,18,8,19,22,8,4,9,12,284232
349,123,87,113,105,107.00,17,17,17,18,21,6,21,49,8,0,7,5,255969
350,141,128,81,116,116.50,24,22,10,17,33,14,1,3,10,13,-3,4,200726
351,115,119,88,135,114.25,5,21,-3,21,20,53,4,73,7,4,4,10,188720
352,136,131,120,121,127.00,12,20,21,16,13,6,31,19,7,7,0,0,353811
353,155,112,83,127,119.25,12,14,14,21,13,1,33,13,3,6,-1,8,465792
354,114,140,110,118,120.50,18,12,23,17,34,20,29,14,5,5,5,4,227662
355,127,129,132,113,125.25,26,19,17,22,48,14,6,24,12,11,7,8,179390
356,122,118,131,164,133.75,18,19,19,20,4,18,30,12,5,9,9,9,264328
357,104,121,113,146,121.00,16,10,18,19,43,6,6,6,5,5,4,10,393052
358,130,107,133,119,122.25,20,10,23,22,16,3,8,31,7,0,13,8,245806
359,118,135,136,118,126.75,23,19,14,16,29,33,2,12,8,8,3,0,354945
360,123,142,110,91,116.50,13,23,19,12,3,19,4,0,3,13,5,4,239678
361,121,130,114,120,121.25,12,9,21,13,1,3,27,4,4,3,4,8,256840
362,123,114,124,122,120.75,18,18,21,17,8,18,28,20,5,7,11,5,199371
363,120,119,149,126,128.50,17,21,23,18,28,15,36,14,5,11,13,6,239315
364,119,127,101,117,116.00,2,17,16,19,2,24,13,12,-1,-2,5,4,155472
365,123,98,115,126,115.50,22,17,23,1,7,16,36,1,9,3,8,1,167967
366,137,125,106,121,122.25,19,18,16,15,3,10,21,17,7,4,3,9,258804
367,124,119,120,134,124.25,21,13,19,21,21,1,30,10,6,6,4,11,162586
368,136,155,104,128,130.75,14,20,21,13,8,24,14,5,5,11,1,9,257460
369,115,116,115,130,119.00,15,18,19,19,2,2,9,12,6,4,7,8,199901
370,124,134,116,124,124.50,22,17,12,18,35,20,2,20,6,5,6,5,225581
371,130,114,123,113,120.00,19,12,21,20,14,2,25,2,6,6,9,8,243055
372,15,119,94,135,90.75,-10,14,13,23,0,2,0,37,-4,5,0,6,203401
373,102,120,147,129,124.50,20,20,12,19,25,18,3,23,7,4,8,10,236745
374,155,115,126,128,131.00,23,17,19,21,24,7,10,24,12,7,10,4,270602
375,105,116,102,106,107.25,3,20,13,18,19,31,3,39,2,9,1,6,216209
376,100,141,96,124,115.25,10,21,14,17,1,19,12,25,2,10,-1,2,263758
377,141,124,111,114,122.50,14,15,9,23,8,13,5,59,4,-1,2,5,202678
378,116,126,116,105,115.75,15,17,21,17,5,38,17,6,5,8,4,9,215156
379,93,129,137,135,123.50,16,17,19,22,18,22,12,33,4,5,12,10,216802
380,132,130,105,129,124.00,21,23,15,18,24,10,8,25,10,13,-3,8,225036
381,98,122,111,104,108.75,25,21,11,13,69,39,15,6,10,12,3,-2,206899
382,127,110,93,124,113.50,18,12,11,24,18,3,1,81,11,-2,5,9,224809
383,94,120,119,119,113.00,15,21,15,20,8,40,0,17,3,9,-1,6,194449
384,103,125,123,130,120.25,17,17,17,6,0,18,13,0,5,1,-1,1,244121
385,114,114,114,131,118.25,15,21,3,21,6,27,27,28,1,9,3,1,189055
386,109,112,84,113,104.50,17,13,14,14,10,5,16,14,9,5,-4,7,190763
387,106,150,121,119,124.00,18,11,22,18,4,6,9,7,2,0,4,8,257378
388,125,105,121,128,119.75,16,20,22,10,3,13,35,19,1,4,4,4,213004
389,132,121,134,128,128.75,12,21,22,11,0,31,22,4,9,10,4,2,215898
390,99,100,104,129,108.00,19,8,22,18,31,6,18,25,8,2,6,-1,161791
391,109,115,108,135,116.75,13,19,16,19,13,22,12,21,-1,5,8,4,240464
392,124,123,131,104,120.50,21,25,16,11,22,40,2,2,4,14,5,7,250514
393,129,125,126,114,123.50,14,19,23,14,12,4,30,4,10,8,10,4,223045
394,126,140,112,102,120.00,21,18,12,15,34,18,13,9,7,8,4,4,237955
395,114,125,119,128,121.50,20,21,15,17,1,16,7,8,9,7,4,7,222643
396,104,119,139,122,121.00,22,14,18,19,13,22,7,14,6,4,7,8,214113
397,111,111,103,119,111.00,16,21,11,19,1,7,2,3,2,9,6,4,218124
398,123,130,112,127,123.00,14,22,16,15,39,38,31,13,5,9,8,-3,189802
399,121,116,122,122,120.25,20,22,17,2,67,31,39,18,2,11,11,4,170411
400,122,131,152,117,130.50,18,22,22,9,32,12,31,1,5,11,10,1,488169
401,113,125,132,113,120.75,4,18,18,23,8,6,16,35,1,10,5,0,228271
402,108,119,138,124,122.25,20,15,21,18,23,2,4,9,5,5,8,5,192855
403,122,130,124,118,123.50,21,22,18,20,17,7,13,21,4,5,10,8,267267
404,110,89,120,111,107.50,5,5,20,19,7,11,27,43,5,-2,5,6,218336
405,104,119,119,145,121.75,14,10,17,22,49,0,8,40,6,7,4,7,247939
406,113,113,126,127,119.75,13,24,15,19,9,31,18,35,4,8,7,1,360346
407,89,121,105,137,113.00,12,19,26,8,2,30,43,11,2,6,9,2,152954
408,130,112,117,134,123.25,8,19,23,19,12,25,12,21,3,6,1,6,204779
409,113,128,120,130,122.75,17,12,18,17,17,9,21,14,4,4,2,5,218654
410,122,124,124,145,128.75,21,23,16,17,44,13,6,17,11,9,4,6,208924
411,132,127,120,125,126.00,23,14,12,18,79,8,5,24,12,7,4,9,174322
412,108,125,120,116,117.25,8,20,19,21,0,16,2,34,2,5,4,8,246224
413,119,120,112,101,113.00,1,16,14,23,18,7,13,46,2,0,-2,8,230054
414,100,113,128,138,119.75,18,16,9,18,12,14,22,32,8,-2,-1,8,227197
415,125,123,98,115,115.25,24,12,16,22,32,3,20,15,11,-1,2,8,162447
416,99,132,117,131,119.75,17,22,20,9,29,21,21,2,4,5,2,4,187500
417,133,109,122,133,124.25,15,11,16,23,19,1,7,44,9,0,4,5,248935
418,103,136,134,122,123.75,6,21,21,21,3,4,14,6,1,3,6,9,324795
419,131,107,109,127,118.50,21,18,4,23,13,25,1,24,4,1,6,6,322968
420,133,120,120,100,118.25,25,15,16,16,47,8,24,10,10,4,4,5,227584
421,108,120,116,112,114.00,19,11,18,21,22,3,21,12,5,5,6,4,296978
422,133,130,136,126,131.25,16,12,20,21,7,27,7,49,5,4,8,9,232623
423,118,130,112,126,121.50,8,22,21,18,1,53,32,13,0,11,5,4,225446
424,96,137,123,103,114.75,19,20,17,16,34,13,11,28,4,3,7,6,148349
425,119,99,91,112,105.25,4,20,15,19,3,21,2,24,2,3,-1,7,209936
426,112,108,95,126,110.25,16,18,16,18,0,26,6,25,3,5,8,4,162843
427,133,105,90,114,110.50,24,15,17,14,57,10,15,10,5,6,6,4,168240
428,140,123,136,103,125.50,21,17,15,21,11,11,3,21,5,4,9,1,209398
429,136,135,120,94,121.25,15,11,23,15,6,1,0,4,8,7,-1,0,231400
430,96,121,92,114,105.75,19,15,8,21,9,4,2,19,8,4,2,5,240852
431,119,133,129,147,132.00,20,20,20,15,29,27,9,1,4,8,5,3,269467
432,106,105,106,106,105.75,13,18,10,20,18,6,16,14,2,4,-6,5,280770
433,107,142,120,114,120.75,9,18,15,25,37,19,14,30,5,10,3,11,328459
434,113,110,131,100,113.50,19,23,11,0,18,50,16,4,7,1,4,2,232161
435,123,108,133,129,123.25,17,23,13,21,4,14,2,42,8,6,8,7,292733
436,146,127,138,132,135.75,21,21,15,14,22,6,0,2,10,6,5,-2,250859
437,94,122,133,122,117.75,16,20,21,12,0,30,33,17,2,12,5,2,300632
438,126,140,140,127,133.25,13,25,17,21,1,9,14,5,3,8,9,8,495055
439,114,120,135,108,119.25,19,22,13,14,12,25,11,23,7,8,2,-1,243812
440,131,120,93,117,115.25,9,13,15,24,6,1,7,25,2,5,4,9,317443
441,149,135,101,105,122.50,23,15,9,20,35,9,19,10,11,10,-2,3,239921
442,107,102,127,130,116.50,18,-1,21,24,15,5,15,60,6,1,12,11,164056
443,89,129,118,127,115.75,13,19,14,23,3,30,11,19,5,6,5,4,208233
444,139,122,122,98,120.25,18,16,12,14,31,10,14,37,9,3,4,2,176296
445,140,114,130,125,127.25,23,8,16,22,12,0,8,6,9,4,4,5,287359
446,137,144,120,89,122.50,15,10,18,22,10,5,5,28,6,7,7,1,215017
447,120,108,139,108,118.75,21,15,18,15,27,1,0,10,1,7,7,0,284929
448,99,121,150,138,127.00,16,14,23,24,5,10,33,13,5,8,10,9,225226
449,100,128,119,106,113.25,6,23,11,22,30,43,17,20,5,8,3,8,187408
450,11,134,110,120,93.75,-9,22,23,7,0,24,26,24,-6,2,2,1,202444
451,138,125,110,113,121.50,22,4,12,21,29,0,16,15,10,3,5,9,273959
452,83,150,111,139,120.75,14,22,18,17,12,12,5,4,6,10,-1,8,240753
453,126,115,126,121,122.00,23,7,21,17,17,3,15,8,6,7,10,4,247582
454,138,141,106,126,127.75,24,22,7,23,32,28,1,47,10,9,3,8,182452
455,122,124,107,120,118.25,18,21,11,19,6,24,14,27,3,11,-1,6,187091
456,110,105,140,119,118.50,19,18,12,22,29,18,3,17,2,1,9,8,298815
457,96,138,91,103,107.00,18,8,13,21,30,5,2,39,5,2,4,10,174309
458,104,134,126,125,122.25,18,18,19,21,8,21,15,5,1,8,6,1,180551
459,110,137,86,122,113.75,14,22,13,20,5,13,2,7,0,1,3,5,207208
460,120,127,132,110,122.25,20,18,17,20,4,4,2,2,11,9,6,11,226762
461,127,113,139,109,122.00,21,3,21,16,37,2,19,17,7,4,9,6,178478
462,121,116,141,115,123.25,16,7,18,20,14,28,15,13,5,0,2,8,344385
463,134,150,110,108,125.50,20,23,17,21,11,40,19,34,9,12,7,4,233458
464,106,99,144,121,117.50,16,15,23,16,1,16,30,0,-1,2,12,5,262415
465,122,101,116,116,113.75,16,16,12,22,5,6,15,22,-2,4,6,11,304851
466,102,82,117,134,108.75,17,16,17,17,9,8,6,16,3,-2,8,7,321328
467,111,120,105,129,116.25,16,11,18,24,20,10,23,19,6,1,1,6,256191
468,96,130,104,127,114.25,17,23,17,22,23,17,12,30,5,7,8,5,222712
469,121,105,118,121,116.25,24,15,15,15,5,9,3,2,10,3,5,7,208724
470,116,123,124,128,122.75,16,23,15,19,17,33,3,0,6,10,4,5,282643
471,124,110,125,118,119.25,15,17,12,15,13,9,16,31,5,1,4,5,305978
472,107,114,108,124,113.25,21,17,17,19,11,14,0,28,8,1,1,11,260985
473,116,125,117,117,118.75,21,22,12,16,29,15,3,19,10,7,-1,4,344590
474,125,122,100,119,116.50,9,2,16,21,11,34,0,14,5,3,-2,5,291404
475,111,131,121,134,124.25,21,19,19,8,12,29,17,0,8,3,4,4,225613
476,119,119,98,120,114.00,17,21,9,12,16,18,2,6,5,3,1,3,180031
477,96,99,149,127,117.75,19,3,24,22,14,3,21,20,-2,3,12,9,282981
478,125,114,132,98,117.25,20,15,17,16,4,5,0,12,1,5,2,4,228559
479,123,140,117,98,119.50,23,19,13,13,26,23,5,9,7,3,7,2,253711
480,107,125,129,117,119.50,15,21,22,18,9,25,17,18,2,6,13,4,347264
481,98,109,126,135,117.00,14,15,18,20,0,1,5,10,2,-2,7,7,176931
482,125,104,123,142,123.50,16,13,23,18,18,6,76,19,9,4,7,7,299533
483,131,99,105,116,112.75,10,21,14,22,1,31,25,43,5,3,-1,7,168862
484,130,112,137,113,123.00,19,20,20,15,20,11,14,10,5,3,5,4,325425
485,116,144,115,118,123.25,12,23,16,19,0,19,12,6,7,7,5,2,275746
486,110,122,115,138,121.25,16,24,18,13,16,38,19,24,10,10,6,7,204086
487,115,120,144,108,121.75,19,13,21,18,20,2,7,20,7,6,7,-3,252598
488,114,125,133,114,121.50,17,16,22,18,13,19,22,44,-1,5,10,7,228668
489,95,119,123,95,108.00,-2,19,15,22,21,14,4,36,2,4,2,5,216358
490,123,111,125,115,118.50,11,15,23,11,3,5,113,21,4,6,9,0,278173
491,139,129,104,126,124.50,18,18,19,17,10,20,43,35,5,7,2,6,216073
492,119,117,122,107,116.25,21,14,17,15,26,4,22,2,8,3,8,5,217343
493,91,103,121,119,108.50,16,21,21,7,9,36,3,0,-1,7,5,6,180049
494,99,133,122,101,113.75,16,19,15,18,9,23,16,18,9,3,6,6,264517
495,103,137,124,112,119.00,19,24,15,16,25,41,9,3,2,6,10,11,214420
496,110,132,145,119,126.50,18,12,21,21,34,2,40,11,7,6,3,6,197824
497,98,134,80,141,113.25,7,18,12,22,22,8,30,1,-1,4,-2,8,301658
498,120,122,130,86,114.50,10,22,14,19,14,17,34,35,-1,12,5,0,219766
499,117,102,78,160,114.25,17,9,23,20,10,4,37,10,5,4,5,11,242199
